district,elevation,monthly_rainfall_mm,avg_temp_c,soil_nitrogen,soil_phosphorus,soil_potassium,soil_ph,fertilizer_type,drainage_quality,yield_mt_per_hec,recorded_date
Kalutara,Low,194.1,28.6,65.5,11.6,49.3,5.0,Chemical,Fair,1.171,2004-04-19
Ratnapura,Low,198.6,25.0,48.7,18.9,35.6,5.0,Organic,Poor,0.9,2004-03-20
Kalutara,Low,298.8,28.4,76.5,17.1,44.7,4.8,Chemical,Fair,1.027,2004-02-19
Kalutara,Low,260.8,32.7,38.0,21.1,38.5,4.6,Chemical,Poor,0.596,2004-01-20
Badulla,High,171.7,20.2,55.8,35.3,16.6,4.9,Organic,Poor,0.994,2003-12-21
Kalutara,Low,206.7,30.7,28.8,35.1,19.8,4.8,Chemical,Poor,0.667,2003-11-21
Kandy,Mid,85.1,22.2,51.9,31.5,53.5,5.4,Combo,Fair,1.185,2003-10-22
Ratnapura,Low,150.1,29.4,57.7,37.4,33.8,5.3,Organic,Fair,0.829,2003-09-22
Kalutara,Low,196.1,25.8,60.0,19.7,33.7,5.0,Organic,Fair,0.996,2003-08-23
Badulla,High,69.4,22.7,26.7,37.5,27.2,4.6,Organic,Good,0.529,2003-07-24
Badulla,High,244.1,19.7,27.5,10.5,35.6,4.9,Organic,Poor,0.537,2003-06-24
Kandy,Mid,124.7,19.3,66.8,31.1,26.0,5.1,Chemical,Poor,1.169,2003-05-25
Badulla,High,116.8,21.1,48.4,19.3,18.2,5.1,Organic,Good,0.703,2003-04-25
Galle,Low,182.2,24.6,63.1,25.2,53.4,5.1,Organic,Fair,1.17,2003-03-26
Ratnapura,Low,273.7,29.8,49.1,18.7,45.2,5.1,Organic,Good,0.634,2003-02-24
Kalutara,Low,334.2,29.3,52.2,18.2,19.9,4.9,Chemical,Fair,0.59,2003-01-25
Galle,Low,236.1,28.7,46.7,30.4,41.5,4.9,Chemical,Fair,0.946,2002-12-26
Nuwara Eliya,High,198.5,14.8,76.0,19.9,19.5,4.5,Combo,Poor,1.318,2002-11-26
Matale,Mid,226.7,20.1,26.4,20.7,15.8,5.5,Combo,Fair,0.706,2002-10-27
Kegalle,Mid,220.3,21.3,68.5,20.2,54.5,4.9,Combo,Fair,1.697,2002-09-27
Galle,Low,242.5,27.1,35.0,25.4,42.7,4.8,Combo,Fair,0.89,2002-08-28
Kegalle,Mid,253.4,28.9,23.0,12.7,40.8,5.2,Chemical,Good,0.516,2002-07-29
Kalutara,Low,308.3,25.7,70.8,33.2,21.2,4.7,Organic,Good,0.852,2002-06-29
Nuwara Eliya,High,160.1,18.0,40.3,17.6,18.3,4.8,Chemical,Good,0.755,2002-05-30
Kalutara,Low,190.1,31.4,42.6,36.8,47.2,4.9,Organic,Fair,0.75,2002-04-30
Badulla,High,169.8,20.2,48.1,35.1,58.8,4.7,Organic,Fair,1.088,2002-03-31
Kalutara,Low,252.6,29.0,43.6,31.1,43.5,4.6,Organic,Poor,0.72,2002-03-01
Matale,Mid,250.4,30.0,57.6,31.2,16.3,5.3,Organic,Fair,0.713,2002-01-30
Badulla,High,138.4,22.8,71.2,34.5,53.6,4.9,Combo,Poor,1.686,2001-12-31
Nuwara Eliya,High,118.9,20.2,40.0,23.1,17.4,4.7,Combo,Good,0.827,2001-12-01
Badulla,High,72.1,18.7,50.9,19.0,29.5,4.7,Combo,Good,0.804,2001-11-01
Nuwara Eliya,High,163.2,13.8,38.0,16.2,28.8,4.6,Organic,Fair,0.528,2001-10-02
Galle,Low,317.1,32.1,72.0,34.1,17.9,4.9,Chemical,Good,0.774,2001-09-02
Badulla,High,189.3,16.2,41.4,11.1,27.8,4.8,Organic,Good,0.625,2001-08-03
Matale,Mid,111.6,24.9,61.9,23.7,21.6,5.2,Organic,Fair,0.802,2001-07-04
Kandy,Mid,263.0,22.2,26.2,26.0,48.2,5.2,Combo,Poor,0.917,2001-06-04
Nuwara Eliya,High,238.7,17.4,40.0,24.1,25.0,4.7,Chemical,Poor,0.819,2001-05-05
Galle,Low,195.5,28.8,59.3,12.6,31.8,4.9,Chemical,Good,1.003,2001-04-05
Badulla,High,147.3,15.9,66.4,39.3,20.4,5.2,Chemical,Poor,1.127,2001-03-06
Kandy,Mid,243.9,28.6,79.5,31.9,22.5,5.2,Chemical,Fair,1.24,2001-02-04
Galle,Low,156.8,24.9,58.1,11.1,23.3,5.0,Organic,Good,0.802,2001-01-05
Kandy,Mid,153.9,25.3,55.7,17.8,54.5,5.4,Combo,Poor,1.257,2000-12-06
Matale,Mid,238.6,26.6,72.2,34.8,37.3,5.0,Organic,Good,1.117,2000-11-06
Badulla,High,160.8,19.1,46.5,18.9,31.0,5.1,Organic,Good,0.77,2000-10-07
Nuwara Eliya,High,282.3,19.0,21.0,32.4,58.0,4.8,Combo,Poor,0.819,2000-09-07
Kandy,Mid,267.5,19.4,24.0,11.9,32.9,5.2,Organic,Poor,0.455,2000-08-08
Ratnapura,Low,193.6,31.4,54.3,30.2,39.6,5.2,Organic,Good,0.804,2000-07-09
Ratnapura,Low,200.9,27.5,33.7,26.5,28.1,5.1,Chemical,Good,0.819,2000-06-09
Badulla,High,201.7,15.2,24.5,25.0,18.8,5.2,Organic,Good,0.494,2000-05-10
Nuwara Eliya,High,259.2,20.5,22.3,18.4,50.4,4.6,Organic,Fair,0.582,2000-04-10
Kandy,Mid,129.0,22.2,52.9,15.8,45.5,5.2,Combo,Good,1.178,2000-03-11
Kandy,Mid,253.8,28.0,43.1,22.6,49.4,5.1,Organic,Fair,0.713,2000-02-10
Kandy,Mid,93.7,21.4,74.6,36.6,50.7,5.0,Organic,Poor,1.14,2000-01-11
Kegalle,Mid,137.2,24.8,20.8,38.2,18.7,4.8,Organic,Fair,0.531,1999-12-12
Kalutara,Low,274.9,32.9,66.3,28.6,42.0,4.9,Combo,Fair,0.931,1999-11-12
Kandy,Mid,117.3,22.5,79.8,22.1,41.9,5.1,Combo,Good,1.529,1999-10-13
Ratnapura,Low,204.0,26.0,45.5,22.2,21.5,5.1,Organic,Poor,0.786,1999-09-13
Kalutara,Low,251.0,32.5,33.2,12.7,28.5,4.5,Organic,Good,0.403,1999-08-14
Kandy,Mid,265.9,28.7,36.2,16.3,38.1,5.2,Combo,Poor,0.714,1999-07-15
Ratnapura,Low,189.2,28.9,50.0,24.1,42.2,4.9,Organic,Poor,0.82,1999-06-15
Nuwara Eliya,High,280.7,20.5,76.8,14.2,32.5,4.8,Chemical,Good,1.228,1999-05-16
Badulla,High,81.5,16.7,55.2,16.4,45.6,4.6,Organic,Fair,0.657,1999-04-16
Nuwara Eliya,High,281.4,14.5,39.8,39.8,57.2,5.0,Organic,Fair,0.701,1999-03-17
Kegalle,Mid,105.5,30.3,34.0,16.4,52.4,4.8,Chemical,Good,0.593,1999-02-15
Nuwara Eliya,High,293.6,18.8,32.3,19.1,18.4,4.5,Organic,Good,0.47,1999-01-16
Ratnapura,Low,314.8,25.1,70.0,13.0,21.6,5.1,Combo,Good,0.993,1998-12-17
Galle,Low,219.6,25.7,40.7,33.4,15.3,5.3,Chemical,Good,0.925,1998-11-17
Kandy,Mid,83.3,27.8,35.1,24.8,21.6,5.2,Combo,Fair,0.606,1998-10-18
Ratnapura,Low,178.3,27.2,23.6,20.8,53.9,5.0,Chemical,Good,0.739,1998-09-18
Nuwara Eliya,High,147.6,18.1,75.5,28.8,54.1,4.5,Chemical,Good,1.441,1998-08-19
Kalutara,Low,276.3,26.1,31.0,27.7,18.1,4.8,Chemical,Fair,0.631,1998-07-20
Kegalle,Mid,161.4,29.7,43.6,11.7,59.6,5.1,Chemical,Good,0.826,1998-06-20
Kalutara,Low,145.0,25.7,28.3,21.1,51.6,5.0,Combo,Poor,0.83,1998-05-21
Badulla,High,88.9,22.0,37.0,18.4,59.1,4.6,Chemical,Fair,0.859,1998-04-21
Galle,Low,158.3,24.2,27.3,13.0,45.4,5.3,Combo,Good,0.798,1998-03-22
Galle,Low,313.4,32.4,56.6,31.6,47.2,4.9,Combo,Fair,0.793,1998-02-20
Matale,Mid,239.2,21.6,60.6,38.2,27.5,5.2,Organic,Poor,1.135,1998-01-21
Badulla,High,209.0,23.9,62.2,27.5,44.5,4.7,Chemical,Good,1.463,1997-12-22
Kandy,Mid,146.8,23.6,74.2,32.6,56.6,5.2,Chemical,Poor,1.585,1997-11-22
Nuwara Eliya,High,229.4,18.1,49.6,38.5,34.5,4.6,Organic,Fair,0.947,1997-10-23
Kalutara,Low,253.0,23.8,53.6,34.8,16.2,4.9,Combo,Fair,1.191,1997-09-23
Kalutara,Low,298.2,26.3,37.1,10.6,41.4,4.7,Combo,Poor,0.703,1997-08-24
Badulla,High,67.3,22.6,69.3,22.2,58.7,5.0,Organic,Good,0.935,1997-07-25
Kandy,Mid,244.1,20.0,52.8,37.9,46.6,4.9,Organic,Fair,1.053,1997-06-25
Kalutara,Low,197.8,28.4,24.3,17.1,17.8,4.7,Organic,Fair,0.442,1997-05-26
Kalutara,Low,303.2,28.2,64.9,32.8,51.8,4.9,Organic,Poor,0.835,1997-04-26
Nuwara Eliya,High,210.1,20.2,27.4,15.0,17.3,4.7,Chemical,Fair,0.66,1997-03-27
Kegalle,Mid,204.7,22.7,53.0,23.4,57.4,5.2,Organic,Poor,1.169,1997-02-25
Kalutara,Low,322.3,28.1,79.7,27.2,49.2,4.4,Combo,Poor,1.142,1997-01-26
Ratnapura,Low,305.4,31.5,34.1,38.6,22.2,5.0,Organic,Fair,0.45,1996-12-27
Kalutara,Low,292.5,29.9,34.5,33.4,29.4,4.7,Organic,Fair,0.505,1996-11-27
Badulla,High,127.7,24.5,55.9,25.9,50.2,4.7,Organic,Good,0.921,1996-10-28
Nuwara Eliya,High,273.6,13.3,38.4,27.6,48.6,4.5,Chemical,Poor,0.708,1996-09-28
Galle,Low,271.4,26.4,57.1,11.4,21.2,4.9,Combo,Fair,0.912,1996-08-29
Ratnapura,Low,348.4,32.0,56.8,23.0,47.5,5.2,Chemical,Good,0.614,1996-07-30
Matale,Mid,99.9,23.5,29.1,24.6,31.6,5.3,Combo,Fair,0.719,1996-06-30
Kalutara,Low,235.4,23.9,34.1,37.2,51.3,4.8,Organic,Good,0.888,1996-05-31
Nuwara Eliya,High,280.4,15.1,22.6,15.9,22.4,4.8,Combo,Good,0.451,1996-05-01
Matale,Mid,128.2,22.1,57.0,22.7,46.8,5.5,Combo,Good,1.321,1996-04-01
Nuwara Eliya,High,198.4,11.2,67.0,16.9,57.8,4.6,Combo,Good,1.152,1996-03-02
Matale,Mid,237.6,20.6,66.5,10.2,41.6,5.2,Chemical,Poor,1.27,1996-02-01
Ratnapura,Low,190.8,28.6,23.5,13.9,53.8,5.3,Chemical,Poor,0.669,1996-01-02
Kegalle,Mid,282.4,26.8,55.6,14.2,37.9,5.2,Organic,Fair,0.71,1995-12-03
Badulla,High,185.9,16.6,25.2,33.0,45.1,5.2,Combo,Good,0.901,1995-11-03
Ratnapura,Low,288.9,29.3,79.1,39.0,23.7,4.8,Combo,Poor,1.175,1995-10-04
Kandy,Mid,243.1,25.8,72.3,36.5,39.3,5.2,Chemical,Poor,1.416,1995-09-04
Kegalle,Mid,286.6,29.9,35.6,35.4,41.9,4.8,Organic,Fair,0.569,1995-08-05
Matale,Mid,111.9,23.0,34.7,39.6,37.2,5.2,Combo,Poor,0.989,1995-07-06
Badulla,High,52.3,19.1,30.6,17.4,17.2,5.1,Combo,Fair,0.491,1995-06-06
Ratnapura,Low,170.2,31.8,79.3,26.5,45.8,5.2,Combo,Poor,1.284,1995-05-07
Ratnapura,Low,326.7,32.8,77.5,12.5,59.8,4.8,Combo,Good,0.858,1995-04-07
Galle,Low,268.5,31.0,44.7,10.6,33.4,5.1,Chemical,Fair,0.615,1995-03-08
Galle,Low,187.7,25.0,53.1,19.5,33.2,5.1,Chemical,Fair,1.112,1995-02-06
Galle,Low,160.3,30.3,27.9,12.0,17.8,5.2,Organic,Good,0.37,1995-01-07
Matale,Mid,66.8,23.4,64.0,29.1,38.9,5.2,Organic,Fair,0.835,1994-12-08
Kalutara,Low,195.6,23.9,50.3,19.7,49.1,4.5,Chemical,Good,1.257,1994-11-08
Galle,Low,160.7,25.3,53.8,27.4,42.0,5.0,Combo,Fair,1.267,1994-10-09
Matale,Mid,233.5,27.1,38.1,16.2,39.0,5.0,Chemical,Good,0.802,1994-09-09
Kandy,Mid,246.1,19.9,35.5,24.5,33.5,5.4,Combo,Good,0.94,1994-08-10
Galle,Low,199.4,28.3,56.3,36.8,35.4,5.3,Chemical,Good,1.21,1994-07-11
Badulla,High,149.5,21.7,46.6,22.0,33.9,5.0,Chemical,Fair,1.056,1994-06-11
Ratnapura,Low,335.5,31.5,56.0,12.3,56.5,5.1,Organic,Poor,0.527,1994-05-12
Kegalle,Mid,219.6,23.9,29.6,32.8,53.4,4.9,Organic,Good,0.851,1994-04-12
Kandy,Mid,204.4,19.4,47.4,35.5,49.6,5.2,Organic,Fair,1.088,1994-03-13
Kalutara,Low,262.9,23.0,25.4,35.5,30.6,4.9,Organic,Good,0.654,1994-02-11
Matale,Mid,225.8,26.3,28.5,14.2,30.2,5.1,Organic,Good,0.53,1994-01-12
Kandy,Mid,95.7,22.3,63.0,29.9,24.0,5.5,Chemical,Good,1.102,1993-12-13
Nuwara Eliya,High,287.7,17.9,25.6,22.2,55.5,5.1,Organic,Poor,0.553,1993-11-13
Nuwara Eliya,High,151.7,16.8,33.7,25.1,50.8,4.8,Combo,Fair,0.912,1993-10-14
Kandy,Mid,170.2,24.3,73.3,11.4,44.8,4.9,Chemical,Fair,1.388,1993-09-14
Galle,Low,179.7,33.8,35.6,25.1,36.5,5.1,Chemical,Fair,0.625,1993-08-15
Nuwara Eliya,High,288.1,18.7,64.5,23.3,58.7,4.8,Organic,Poor,0.959,1993-07-16
Ratnapura,Low,150.0,24.8,21.5,18.3,57.6,5.0,Combo,Poor,0.798,1993-06-16
Kegalle,Mid,285.1,21.6,68.9,31.7,17.8,4.9,Chemical,Good,1.219,1993-05-17
Kandy,Mid,246.3,20.0,61.0,34.7,25.2,5.0,Organic,Good,1.035,1993-04-17
Galle,Low,208.7,31.8,43.8,10.4,29.9,5.2,Chemical,Poor,0.671,1993-03-18
Galle,Low,299.7,24.5,20.1,31.0,42.8,4.9,Combo,Good,0.693,1993-02-16
Kandy,Mid,86.5,25.9,79.2,37.4,15.0,5.4,Organic,Poor,0.907,1993-01-17
Kegalle,Mid,282.7,23.8,54.8,33.4,49.5,5.1,Combo,Poor,1.268,1992-12-18
Galle,Low,216.1,30.8,23.0,11.0,18.2,4.8,Chemical,Fair,0.41,1992-11-18
Nuwara Eliya,High,210.7,11.5,60.5,14.0,43.2,4.7,Combo,Good,0.978,1992-10-19
Kandy,Mid,92.5,21.9,72.9,18.0,52.1,4.9,Chemical,Poor,1.268,1992-09-19
Kandy,Mid,196.1,21.1,63.9,16.0,17.2,5.5,Organic,Fair,1.047,1992-08-20
Ratnapura,Low,167.9,32.1,29.5,36.0,21.4,4.8,Organic,Good,0.492,1992-07-21
Galle,Low,248.4,27.0,27.1,30.0,51.1,5.0,Combo,Poor,0.874,1992-06-21
Kalutara,Low,222.2,32.0,34.2,20.2,57.1,4.7,Combo,Poor,0.789,1992-05-22
Kegalle,Mid,179.6,27.5,39.3,29.9,58.6,5.1,Chemical,Good,1.031,1992-04-22
Kandy,Mid,195.1,21.5,59.9,23.6,52.9,4.9,Chemical,Good,1.53,1992-03-23
Galle,Low,151.6,28.4,58.7,13.3,54.9,5.0,Combo,Fair,1.11,1992-02-22
Galle,Low,210.7,33.3,78.8,17.8,44.3,5.0,Combo,Poor,1.176,1992-01-23
Kegalle,Mid,252.7,21.9,71.3,30.4,30.5,5.2,Combo,Fair,1.596,1991-12-24
Nuwara Eliya,High,120.8,16.6,74.7,22.6,30.1,5.0,Organic,Poor,0.893,1991-11-24
Nuwara Eliya,High,127.0,12.2,30.8,16.8,38.3,4.5,Combo,Fair,0.552,1991-10-25
Kegalle,Mid,140.9,24.4,65.7,39.0,58.9,5.1,Chemical,Good,1.461,1991-09-25
Matale,Mid,215.3,28.3,39.6,39.2,36.7,5.0,Combo,Good,1.059,1991-08-26
Matale,Mid,186.3,24.7,49.9,28.7,28.6,5.3,Combo,Fair,1.232,1991-07-27
Kegalle,Mid,127.6,26.3,21.7,13.7,56.9,5.1,Combo,Good,0.669,1991-06-27
Kandy,Mid,225.8,20.4,61.2,22.7,43.5,5.4,Organic,Fair,1.112,1991-05-28
Kegalle,Mid,135.9,30.8,42.6,15.1,30.8,4.8,Combo,Good,0.678,1991-04-28
Nuwara Eliya,High,294.2,20.9,26.7,21.3,31.0,4.7,Combo,Good,0.692,1991-03-29
Matale,Mid,221.3,23.5,77.4,23.7,43.6,5.2,Combo,Good,1.767,1991-02-27
Kalutara,Low,274.2,25.4,30.0,14.5,40.8,4.6,Organic,Poor,0.541,1991-01-28
Kegalle,Mid,148.0,29.1,45.6,38.9,15.1,5.1,Combo,Good,0.9,1990-12-29
Galle,Low,209.7,29.4,21.3,29.5,58.0,4.9,Organic,Poor,0.625,1990-11-29
Badulla,High,61.5,15.9,38.4,26.9,48.8,4.7,Organic,Good,0.525,1990-10-30
Galle,Low,144.8,33.5,38.4,24.7,28.5,4.9,Chemical,Fair,0.57,1990-09-30
Matale,Mid,256.6,24.9,39.2,13.4,25.2,5.2,Combo,Fair,0.799,1990-08-31
Kandy,Mid,251.2,20.3,33.6,20.6,29.8,5.0,Combo,Fair,0.854,1990-08-01
Nuwara Eliya,High,212.5,14.3,55.2,23.6,52.0,5.1,Chemical,Poor,1.079,1990-07-02
Galle,Low,215.0,30.4,68.8,19.1,46.6,5.0,Organic,Poor,0.922,1990-06-02
Galle,Low,317.9,26.5,32.3,12.4,17.5,5.4,Chemical,Good,0.46,1990-05-03
Badulla,High,180.2,22.6,58.0,13.1,21.3,4.7,Combo,Good,1.24,1990-04-03
Nuwara Eliya,High,236.3,18.3,70.0,31.2,59.7,4.6,Combo,Good,1.628,1990-03-04
Nuwara Eliya,High,270.2,17.2,37.1,13.8,52.3,5.0,Chemical,Good,0.755,1990-02-02
Badulla,High,78.1,21.6,54.0,31.6,15.4,4.9,Combo,Good,0.975,1990-01-03
Galle,Low,160.8,30.8,71.7,14.7,26.8,5.2,Chemical,Good,0.96,1989-12-04
Kegalle,Mid,213.4,29.1,71.0,20.1,20.0,4.8,Combo,Poor,1.2,1989-11-04
Galle,Low,240.8,29.9,54.7,15.9,37.4,5.2,Chemical,Good,0.87,1989-10-05
Kandy,Mid,277.0,23.4,28.7,12.1,43.8,5.5,Combo,Fair,0.748,1989-09-05
Kandy,Mid,184.4,23.1,34.3,14.2,29.2,4.9,Organic,Fair,0.688,1989-08-06
Matale,Mid,129.7,22.8,69.6,17.5,20.8,5.2,Organic,Good,0.95,1989-07-07
Kandy,Mid,190.5,28.1,79.0,27.6,20.5,5.4,Chemical,Poor,1.328,1989-06-07
Kalutara,Low,181.7,28.1,53.1,24.8,53.9,4.5,Chemical,Poor,1.129,1989-05-08
Kandy,Mid,120.7,21.8,24.3,18.6,50.5,5.1,Combo,Good,0.798,1989-04-08
Ratnapura,Low,208.2,25.4,57.3,35.0,39.2,5.1,Combo,Good,1.475,1989-03-09
Matale,Mid,177.9,27.5,74.1,20.2,50.7,5.4,Organic,Fair,1.104,1989-02-07
Kegalle,Mid,134.7,21.4,25.9,28.2,57.7,5.1,Combo,Poor,0.974,1989-01-08
Kalutara,Low,239.6,32.3,27.0,17.6,39.9,4.6,Chemical,Good,0.519,1988-12-09
Kalutara,Low,173.9,28.7,28.6,24.4,38.4,5.0,Combo,Fair,0.76,1988-11-09
Galle,Low,165.8,31.2,21.7,18.3,28.0,5.0,Organic,Good,0.372,1988-10-10
Badulla,High,80.0,21.9,77.8,34.4,38.1,5.0,Organic,Fair,1.076,1988-09-10
Galle,Low,169.2,33.3,54.0,38.1,21.8,5.3,Organic,Poor,0.665,1988-08-11
Matale,Mid,216.8,25.9,62.5,24.0,45.0,5.2,Organic,Poor,1.057,1988-07-12
Galle,Low,209.9,27.3,42.4,10.3,50.9,5.2,Chemical,Good,0.921,1988-06-12
Kegalle,Mid,171.0,23.1,59.9,39.1,51.9,5.1,Chemical,Fair,1.547,1988-05-13
Kegalle,Mid,138.4,22.2,77.5,12.5,28.6,4.9,Combo,Good,1.445,1988-04-13
Galle,Low,274.0,33.9,56.4,31.1,24.7,5.1,Organic,Poor,0.559,1988-03-14
Nuwara Eliya,High,214.8,16.7,49.8,34.7,58.5,5.0,Combo,Good,1.326,1988-02-13
Nuwara Eliya,High,264.2,20.7,35.2,10.7,45.6,4.9,Chemical,Fair,0.79,1988-01-14
Matale,Mid,112.8,20.7,24.3,12.2,29.7,5.5,Organic,Good,0.444,1987-12-15
Matale,Mid,204.8,22.9,44.1,38.7,32.1,5.6,Organic,Good,1.042,1987-11-15
Ratnapura,Low,297.4,23.5,70.9,11.4,24.6,4.8,Combo,Good,1.122,1987-10-16
Matale,Mid,147.6,22.5,43.8,23.5,46.8,5.1,Combo,Good,1.189,1987-09-16
Ratnapura,Low,263.8,30.5,33.0,15.1,28.2,4.8,Combo,Poor,0.579,1987-08-17
Nuwara Eliya,High,242.0,14.0,46.8,36.1,54.7,4.9,Chemical,Poor,0.984,1987-07-18
Matale,Mid,97.6,21.9,43.8,16.1,16.8,5.0,Organic,Fair,0.598,1987-06-18
Badulla,High,117.5,18.6,64.3,10.0,25.2,4.6,Combo,Poor,1.016,1987-05-19
Galle,Low,218.8,31.3,66.3,12.5,25.8,5.4,Combo,Poor,0.989,1987-04-19
Nuwara Eliya,High,161.2,17.6,43.8,29.9,38.1,4.9,Organic,Poor,0.809,1987-03-20
Kandy,Mid,218.0,25.7,30.8,32.7,56.7,5.2,Combo,Poor,1.108,1987-02-18
Badulla,High,189.9,21.6,71.5,14.6,49.0,4.8,Combo,Fair,1.742,1987-01-19
Galle,Low,121.2,29.9,41.7,29.7,39.1,4.8,Combo,Poor,0.804,1986-12-20
Kegalle,Mid,138.3,29.5,22.5,24.9,55.1,5.3,Organic,Poor,0.512,1986-11-20
Nuwara Eliya,High,252.9,16.0,55.0,36.7,34.2,5.1,Organic,Good,0.859,1986-10-21
Kandy,Mid,219.2,20.0,76.6,13.7,57.7,5.4,Combo,Poor,1.728,1986-09-21
Kandy,Mid,190.8,20.2,30.0,12.4,18.2,5.4,Organic,Good,0.551,1986-08-22
Ratnapura,Low,296.6,26.1,32.1,21.5,35.8,5.3,Chemical,Good,0.641,1986-07-23
Matale,Mid,236.8,20.7,48.2,24.3,22.7,5.2,Combo,Good,1.116,1986-06-23
Matale,Mid,104.4,22.5,76.5,30.0,52.3,5.5,Chemical,Poor,1.426,1986-05-24
Ratnapura,Low,207.7,32.4,50.4,27.9,42.6,4.8,Combo,Good,0.976,1986-04-24
Galle,Low,193.8,33.1,29.8,33.2,39.7,5.3,Combo,Fair,0.73,1986-03-25
Ratnapura,Low,155.3,31.5,20.0,35.2,46.6,4.8,Chemical,Fair,0.596,1986-02-23
Badulla,High,69.2,16.3,37.1,11.1,24.9,5.0,Organic,Good,0.398,1986-01-24
Kegalle,Mid,211.8,29.1,29.6,33.9,23.5,5.1,Combo,Poor,0.787,1985-12-25
Badulla,High,225.9,20.1,55.1,19.5,44.2,4.9,Combo,Poor,1.323,1985-11-25
Galle,Low,149.4,33.4,76.9,37.9,22.5,4.9,Combo,Fair,1.067,1985-10-26
Matale,Mid,172.7,26.5,22.1,18.4,27.6,5.4,Organic,Fair,0.477,1985-09-26
Ratnapura,Low,311.7,23.8,71.4,34.4,48.9,5.1,Combo,Good,1.356,1985-08-27
Galle,Low,224.1,25.0,55.0,30.1,50.8,4.9,Chemical,Poor,1.311,1985-07-28
Kalutara,Low,318.5,25.2,23.6,10.4,33.2,5.0,Chemical,Fair,0.451,1985-06-28
Matale,Mid,136.8,21.0,37.4,10.5,33.9,5.5,Chemical,Good,0.773,1985-05-29
Kalutara,Low,310.1,24.0,31.3,30.4,50.0,4.9,Organic,Good,0.634,1985-04-29
Kalutara,Low,229.6,25.6,37.9,19.7,27.5,4.6,Combo,Poor,0.893,1985-03-30
Kandy,Mid,132.4,25.3,40.1,11.7,40.4,5.3,Organic,Good,0.634,1985-02-28
Badulla,High,148.1,19.7,29.3,20.1,59.6,4.8,Combo,Good,0.943,1985-01-29
Kalutara,Low,329.1,31.2,55.5,11.3,25.0,4.9,Chemical,Poor,0.563,1984-12-30
Kegalle,Mid,186.2,28.4,66.7,32.2,22.1,5.1,Combo,Good,1.299,1984-11-30
Ratnapura,Low,305.2,24.6,54.1,19.8,17.2,5.3,Chemical,Fair,0.813,1984-10-31
Nuwara Eliya,High,232.0,17.9,24.0,14.0,55.9,4.5,Chemical,Poor,0.718,1984-10-01
Ratnapura,Low,340.3,26.1,69.4,10.8,41.1,5.2,Combo,Fair,0.928,1984-09-01
Badulla,High,74.8,23.5,40.4,21.8,47.8,5.1,Chemical,Poor,0.781,1984-08-02
Badulla,High,248.9,18.2,65.3,18.2,37.2,5.0,Chemical,Poor,1.15,1984-07-03
Galle,Low,308.3,29.5,35.5,34.3,30.1,5.3,Combo,Fair,0.677,1984-06-03
Kandy,Mid,145.0,22.1,49.3,25.7,52.2,4.9,Organic,Fair,1.0,1984-05-04
Kandy,Mid,210.2,25.8,32.3,33.5,25.9,5.3,Organic,Fair,0.72,1984-04-04
Kalutara,Low,308.4,29.0,70.0,27.6,17.8,4.6,Organic,Poor,0.708,1984-03-05
Kegalle,Mid,137.7,27.8,27.9,29.2,15.4,5.0,Chemical,Fair,0.58,1984-02-04
Badulla,High,54.4,15.1,47.4,10.0,21.5,4.8,Combo,Good,0.55,1984-01-05
Kegalle,Mid,251.5,26.0,48.0,35.5,41.0,5.2,Combo,Fair,1.166,1983-12-06
Kalutara,Low,147.2,27.9,62.5,11.7,39.0,4.4,Organic,Good,0.793,1983-11-06
Ratnapura,Low,231.2,26.0,46.2,37.3,58.6,5.1,Chemical,Good,1.22,1983-10-07
Kandy,Mid,206.8,20.4,75.5,15.4,58.6,5.3,Chemical,Fair,1.643,1983-09-07
Matale,Mid,104.8,24.9,42.4,15.5,56.7,5.3,Chemical,Good,0.843,1983-08-08
Galle,Low,315.0,29.7,26.3,36.1,51.1,4.8,Combo,Fair,0.65,1983-07-09
Nuwara Eliya,High,131.9,18.0,78.0,34.5,51.0,5.0,Combo,Fair,1.537,1983-06-09
Matale,Mid,123.4,25.7,63.8,14.6,26.2,5.3,Combo,Good,1.061,1983-05-10
Kandy,Mid,197.2,19.8,76.3,14.5,45.6,4.9,Chemical,Poor,1.571,1983-04-10
Ratnapura,Low,250.2,27.3,23.6,39.3,40.8,5.3,Organic,Poor,0.621,1983-03-11
Kegalle,Mid,280.0,28.9,54.7,32.3,21.4,4.7,Organic,Fair,0.691,1983-02-09
Ratnapura,Low,267.4,30.5,28.5,21.2,17.9,5.0,Organic,Poor,0.388,1983-01-10
Kalutara,Low,213.8,27.1,47.9,15.4,54.3,4.8,Organic,Poor,0.862,1982-12-11
Badulla,High,204.7,24.7,61.4,22.0,56.7,4.7,Chemical,Fair,1.443,1982-11-11
Kegalle,Mid,213.1,21.0,70.8,14.3,38.6,5.0,Chemical,Fair,1.472,1982-10-12
Kandy,Mid,199.0,27.4,69.3,24.5,48.2,5.2,Organic,Poor,1.142,1982-09-12
Nuwara Eliya,High,132.6,14.1,23.1,21.4,36.0,5.1,Combo,Fair,0.556,1982-08-13
Kandy,Mid,85.2,25.0,50.2,17.1,30.6,5.4,Chemical,Poor,0.762,1982-07-14
Kandy,Mid,163.9,25.2,76.0,18.7,35.0,5.3,Organic,Fair,1.109,1982-06-14
Kandy,Mid,209.0,19.7,73.3,39.2,31.8,5.0,Organic,Fair,1.343,1982-05-15
